barcode,cat_code,cat_desc,rng_code,rng_desc,sku_code,sku_desc,lifecycle_desc,contents_unit,contents_value,physical_height,physical_length,physical_width,physical_unit,weight_unit,weight_value
2000000017976,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000001967,2 STEP SKIN CARE PACK - VITAMIN E,UNKNOWN,,,1,1,1,Centimeter,Grams,1
134011098,25,MAKE UP/27,401,BASE,0000000001968,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-04,OLD PRODUCT NO STOCK,G,9.000,4,6,6,Centimeter,Grams,70
2000000017983,25,MAKE UP/27,401,BASE,0000000001968,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-04,OLD PRODUCT NO STOCK,G,9.000,4,6,6,Centimeter,Grams,70
5028197507794,25,MAKE UP/27,401,BASE,0000000001968,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-04,OLD PRODUCT NO STOCK,G,9.000,4,6,6,Centimeter,Grams,70
101030097,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001970,TEA TREE OIL FACIAL WASH 60ML,OBSOLETE ARTICLES,ML,60.000,1,1,1,Centimeter,Grams,1
2000000017990,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001970,TEA TREE OIL FACIAL WASH 60ML,OBSOLETE ARTICLES,ML,60.000,1,1,1,Centimeter,Grams,1
5028197028879,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001970,TEA TREE OIL FACIAL WASH 60ML,OBSOLETE ARTICLES,ML,60.000,1,1,1,Centimeter,Grams,1
5028197137113,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001970,TEA TREE OIL FACIAL WASH 60ML,OBSOLETE ARTICLES,ML,60.000,1,1,1,Centimeter,Grams,1
5028197284275,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001970,TEA TREE OIL FACIAL WASH 60ML,OBSOLETE ARTICLES,ML,60.000,1,1,1,Centimeter,Grams,1
134011105,25,MAKE UP/27,401,BASE,0000000001969,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-05,OLD PRODUCT NO STOCK,G,9.000,13,4,4,Centimeter,Grams,110
2000000018003,25,MAKE UP/27,401,BASE,0000000001969,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-05,OLD PRODUCT NO STOCK,G,9.000,13,4,4,Centimeter,Grams,110
5028197507824,25,MAKE UP/27,401,BASE,0000000001969,MMF FLAWLESS SKIN PROTECTING FOUNDATION SPF25-05,OLD PRODUCT NO STOCK,G,9.000,13,4,4,Centimeter,Grams,110
101030211,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001971,NEW TEA TREE MATTIFYING MOISTURISERS 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,1
2000000018010,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001971,NEW TEA TREE MATTIFYING MOISTURISERS 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,1
5028197337094,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001971,NEW TEA TREE MATTIFYING MOISTURISERS 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,1
134011113,25,MAKE UP/27,401,BASE,0000000001972,MMF FLAWLESS SKIN PROTECTING CONCEALER 01,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
2000000018027,25,MAKE UP/27,401,BASE,0000000001972,MMF FLAWLESS SKIN PROTECTING CONCEALER 01,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
50080069,25,MAKE UP/27,401,BASE,0000000001972,MMF FLAWLESS SKIN PROTECTING CONCEALER 01,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
101030229,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001974,NEW TEA TREE BLEMISH STICK 2.5ML,OBSOLETE ARTICLES,ML,2.500,1,1,1,Centimeter,Grams,1
2000000018034,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001974,NEW TEA TREE BLEMISH STICK 2.5ML,OBSOLETE ARTICLES,ML,2.500,1,1,1,Centimeter,Grams,1
50071159,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001974,NEW TEA TREE BLEMISH STICK 2.5ML,OBSOLETE ARTICLES,ML,2.500,1,1,1,Centimeter,Grams,1
112580164,23,BODY CARE/25,258,SATSUMA,0000000001961,SATSUMA PUREE BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,17,6,6,Centimeter,Grams,292
2000000018041,23,BODY CARE/25,258,SATSUMA,0000000001961,SATSUMA PUREE BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,17,6,6,Centimeter,Grams,292
5028197351090,23,BODY CARE/25,258,SATSUMA,0000000001961,SATSUMA PUREE BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,17,6,6,Centimeter,Grams,292
134011121,25,MAKE UP/27,401,BASE,0000000001975,MMF FLAWLESS SKIN PROTECTING CONCEALER 02,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
2000000018058,25,MAKE UP/27,401,BASE,0000000001975,MMF FLAWLESS SKIN PROTECTING CONCEALER 02,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
50080076,25,MAKE UP/27,401,BASE,0000000001975,MMF FLAWLESS SKIN PROTECTING CONCEALER 02,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
101030237,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001976,TEA TREE BLEMISH FADE NIGHT LOTION 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
2000000018065,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001976,TEA TREE BLEMISH FADE NIGHT LOTION 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
5028197492625,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001976,TEA TREE BLEMISH FADE NIGHT LOTION 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
134011139,25,MAKE UP/27,401,BASE,0000000001977,MMF FLAWLESS SKIN PROTECTING CONCEALER 03,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
2000000018072,25,MAKE UP/27,401,BASE,0000000001977,MMF FLAWLESS SKIN PROTECTING CONCEALER 03,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
50080083,25,MAKE UP/27,401,BASE,0000000001977,MMF FLAWLESS SKIN PROTECTING CONCEALER 03,OLD PRODUCT NO STOCK,G,2.300,11,2,2,Centimeter,Grams,15
101030253,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001979,2 STEP SKIN CARE PACK - TEA TREE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018089,10,FACIAL SKIN CARE/1,103,TEA TREE,0000000001979,2 STEP SKIN CARE PACK - TEA TREE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
112600110,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001978,FRESH & SMOOTH SKIN PACKAGE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018096,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001978,FRESH & SMOOTH SKIN PACKAGE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
134020114,25,MAKE UP/27,402,CHEEK,0000000001980,MMF CHEEK BLUSH 05 GRAPE,OBSOLETE ARTICLES,ML,8.000,1,1,1,Centimeter,Grams,1
2000000018102,25,MAKE UP/27,402,CHEEK,0000000001980,MMF CHEEK BLUSH 05 GRAPE,OBSOLETE ARTICLES,ML,8.000,1,1,1,Centimeter,Grams,1
50064526,25,MAKE UP/27,402,CHEEK,0000000001980,MMF CHEEK BLUSH 05 GRAPE,OBSOLETE ARTICLES,ML,8.000,1,1,1,Centimeter,Grams,1
101030261,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001981,TEA TREE OIL HAND CLEANSE GEL 60ML,UNKNOWN,,,4,6,6,Centimeter,Grams,70
2000000018119,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001981,TEA TREE OIL HAND CLEANSE GEL 60ML,UNKNOWN,,,4,6,6,Centimeter,Grams,70
5028197401047,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001981,TEA TREE OIL HAND CLEANSE GEL 60ML,UNKNOWN,,,4,6,6,Centimeter,Grams,70
101060151,10,FACIAL SKIN CARE/1,106,ALOE VERA,0000000001985,ALOE FACE SOOTHE AND CALMING SKIN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018126,10,FACIAL SKIN CARE/1,106,ALOE VERA,0000000001985,ALOE FACE SOOTHE AND CALMING SKIN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
134030270,25,MAKE UP/27,403,EYES,0000000001984,DV BROWN DEFINER 03 DARK BROWN,OLD PRODUCT NO STOCK,G,1.140,1,1,1,Centimeter,Grams,1
2000000018133,25,MAKE UP/27,403,EYES,0000000001984,DV BROWN DEFINER 03 DARK BROWN,OLD PRODUCT NO STOCK,G,1.140,1,1,1,Centimeter,Grams,1
50531318,25,MAKE UP/27,403,EYES,0000000001984,DV BROWN DEFINER 03 DARK BROWN,OLD PRODUCT NO STOCK,G,1.140,1,1,1,Centimeter,Grams,1
101080175,10,FACIAL SKIN CARE/1,108,SEAWEED,0000000001986,NEW SEAWEED MATTIFYING MOISTURE LOTION SPF15 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,12,6,6,Centimeter,Grams,65
2000000018140,10,FACIAL SKIN CARE/1,108,SEAWEED,0000000001986,NEW SEAWEED MATTIFYING MOISTURE LOTION SPF15 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,12,6,6,Centimeter,Grams,65
5028197401818,10,FACIAL SKIN CARE/1,108,SEAWEED,0000000001986,NEW SEAWEED MATTIFYING MOISTURE LOTION SPF15 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,12,6,6,Centimeter,Grams,65
5028197580902,10,FACIAL SKIN CARE/1,108,SEAWEED,0000000001986,NEW SEAWEED MATTIFYING MOISTURE LOTION SPF15 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,12,6,6,Centimeter,Grams,65
5028197942847,10,FACIAL SKIN CARE/1,108,SEAWEED,0000000001986,NEW SEAWEED MATTIFYING MOISTURE LOTION SPF15 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,12,6,6,Centimeter,Grams,65
134031145,25,MAKE UP/27,902,SPRING TREND,0000000001987,SP07 SHIMMER CUBE PALETTE 13,OBSOLETE ARTICLES,G,14.800,1,1,1,Centimeter,Grams,1
2000000018157,25,MAKE UP/27,902,SPRING TREND,0000000001987,SP07 SHIMMER CUBE PALETTE 13,OBSOLETE ARTICLES,G,14.800,1,1,1,Centimeter,Grams,1
5028197351953,25,MAKE UP/27,902,SPRING TREND,0000000001987,SP07 SHIMMER CUBE PALETTE 13,OBSOLETE ARTICLES,G,14.800,1,1,1,Centimeter,Grams,1
101080183,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001990,NEW SEAWEED CLARIFYING TONER 60ML,DISCON PRODUCT NON ORDERABLE,ML,60.000,9,4,4,Centimeter,Grams,75
2000000018164,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001990,NEW SEAWEED CLARIFYING TONER 60ML,DISCON PRODUCT NON ORDERABLE,ML,60.000,9,4,4,Centimeter,Grams,75
5028197399436,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001990,NEW SEAWEED CLARIFYING TONER 60ML,DISCON PRODUCT NON ORDERABLE,ML,60.000,9,4,4,Centimeter,Grams,75
5028197845742,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001990,NEW SEAWEED CLARIFYING TONER 60ML,DISCON PRODUCT NON ORDERABLE,ML,60.000,9,4,4,Centimeter,Grams,75
5028197942946,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001990,NEW SEAWEED CLARIFYING TONER 60ML,DISCON PRODUCT NON ORDERABLE,ML,60.000,9,4,4,Centimeter,Grams,75
112600136,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001989,ZESTY DAILY MOISTURE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018188,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001989,ZESTY DAILY MOISTURE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
134031161,25,MAKE UP/27,403,EYES,0000000001991,MMF DOUBLE INTENSITY MASCARA SHADE 01 BLACK,OLD PRODUCT NO STOCK,ML,8.000,14,2,2,Centimeter,Grams,25
2000000018195,25,MAKE UP/27,403,EYES,0000000001991,MMF DOUBLE INTENSITY MASCARA SHADE 01 BLACK,OLD PRODUCT NO STOCK,ML,8.000,14,2,2,Centimeter,Grams,25
50078783,25,MAKE UP/27,403,EYES,0000000001991,MMF DOUBLE INTENSITY MASCARA SHADE 01 BLACK,OLD PRODUCT NO STOCK,ML,8.000,14,2,2,Centimeter,Grams,25
101090116,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001992,MOISTURE WHITE MAKE-UP REMOVER 100ML,OBSOLETE ARTICLES,ML,150.000,9,9,9,Centimeter,Grams,191
2000000018201,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001992,MOISTURE WHITE MAKE-UP REMOVER 100ML,OBSOLETE ARTICLES,ML,150.000,9,9,9,Centimeter,Grams,191
5028197398767,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001992,MOISTURE WHITE MAKE-UP REMOVER 100ML,OBSOLETE ARTICLES,ML,150.000,9,9,9,Centimeter,Grams,191
101090124,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001994,MOISTURE WHITE FOAMING FACIAL WASH 150ML,OBSOLETE ARTICLES,ML,150.000,1,1,1,Centimeter,Grams,1
2000000018218,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001994,MOISTURE WHITE FOAMING FACIAL WASH 150ML,OBSOLETE ARTICLES,ML,150.000,1,1,1,Centimeter,Grams,1
5028197399450,10,FACIAL SKIN CARE/1,109,MOISTURE WHITE,0000000001994,MOISTURE WHITE FOAMING FACIAL WASH 150ML,OBSOLETE ARTICLES,ML,150.000,1,1,1,Centimeter,Grams,1
112600144,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001993,THE HEART IS MINE PACK,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018225,23,BODY CARE/25,260,PINK GRAPEFRUIT,0000000001993,THE HEART IS MINE PACK,UNKNOWN,,,1,1,1,Centimeter,Grams,1
139030209,25,MAKE UP/27,903,SUMMER TREND,0000000001995,SU07 DUO GLOW 02 BRASILIA BRONZE,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
2000000018232,25,MAKE UP/27,903,SUMMER TREND,0000000001995,SU07 DUO GLOW 02 BRASILIA BRONZE,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
50078752,25,MAKE UP/27,903,SUMMER TREND,0000000001995,SU07 DUO GLOW 02 BRASILIA BRONZE,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
139030217,25,MAKE UP/27,903,SUMMER TREND,0000000001997,SU07 DUO GLOW 01 SALVADOR BLUSH,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
2000000018249,25,MAKE UP/27,903,SUMMER TREND,0000000001997,SU07 DUO GLOW 01 SALVADOR BLUSH,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
50078745,25,MAKE UP/27,903,SUMMER TREND,0000000001997,SU07 DUO GLOW 01 SALVADOR BLUSH,OBSOLETE ARTICLES,G,9.000,1,1,1,Centimeter,Grams,1
139030225,25,MAKE UP/27,903,SUMMER TREND,0000000001998,SU07 CRYSTAL SPARKLE GLOSS 01 SANTIAGO PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
2000000018256,25,MAKE UP/27,903,SUMMER TREND,0000000001998,SU07 CRYSTAL SPARKLE GLOSS 01 SANTIAGO PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
50078820,25,MAKE UP/27,903,SUMMER TREND,0000000001998,SU07 CRYSTAL SPARKLE GLOSS 01 SANTIAGO PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
139030233,25,MAKE UP/27,903,SUMMER TREND,0000000001999,SU07 CRYSTAL SPARKLE GLOSS 02 ACAPULCO GOLDEN PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
2000000018263,25,MAKE UP/27,903,SUMMER TREND,0000000001999,SU07 CRYSTAL SPARKLE GLOSS 02 ACAPULCO GOLDEN PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
50079179,25,MAKE UP/27,903,SUMMER TREND,0000000001999,SU07 CRYSTAL SPARKLE GLOSS 02 ACAPULCO GOLDEN PINK,OBSOLETE ARTICLES,ML,7.000,1,1,1,Centimeter,Grams,1
113500062,23,BODY CARE/25,350,HAND ALMOND,0000000002000,HANDY HAND TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018270,23,BODY CARE/25,350,HAND ALMOND,0000000002000,HANDY HAND TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
139030241,25,MAKE UP/27,903,SUMMER TREND,0000000002001,SU07 PEARLY LIP&CHEEK STAIN 01 BUENOS AIRES ROSE,OBSOLETE ARTICLES,ML,9.000,1,1,1,Centimeter,Grams,1
2000000018287,25,MAKE UP/27,903,SUMMER TREND,0000000002001,SU07 PEARLY LIP&CHEEK STAIN 01 BUENOS AIRES ROSE,OBSOLETE ARTICLES,ML,9.000,1,1,1,Centimeter,Grams,1
50078660,25,MAKE UP/27,903,SUMMER TREND,0000000002001,SU07 PEARLY LIP&CHEEK STAIN 01 BUENOS AIRES ROSE,OBSOLETE ARTICLES,ML,9.000,1,1,1,Centimeter,Grams,1
113520119,23,BODY CARE/25,352,PEPPERMINT FEET,0000000002004,COMPLETE FOOT TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018294,23,BODY CARE/25,352,PEPPERMINT FEET,0000000002004,COMPLETE FOOT TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
139030267,25,MAKE UP/27,903,SUMMER TREND,0000000002005,SU07 FLOWER COLOURS 01 HAVANA BLUES,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
2000000018317,25,MAKE UP/27,903,SUMMER TREND,0000000002005,SU07 FLOWER COLOURS 01 HAVANA BLUES,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
50078707,25,MAKE UP/27,903,SUMMER TREND,0000000002005,SU07 FLOWER COLOURS 01 HAVANA BLUES,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
139040224,25,MAKE UP/27,904,AUTUMN TREND,0000000002002,PRECIOUS ROUGE LIPSTICK 02 OPULENT ROSE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018300,25,MAKE UP/27,904,AUTUMN TREND,0000000002002,PRECIOUS ROUGE LIPSTICK 02 OPULENT ROSE,UNKNOWN,,,1,1,1,Centimeter,Grams,1
113520127,23,BODY CARE/25,352,PEPPERMINT FEET,0000000002006,PEPPERMENT FEET TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018324,23,BODY CARE/25,352,PEPPERMINT FEET,0000000002006,PEPPERMENT FEET TREATMENT,UNKNOWN,,,1,1,1,Centimeter,Grams,1
139030275,25,MAKE UP/27,903,SUMMER TREND,0000000002007,SU07 FLOWER COLOUR 02 LA CRUZ AQUA PEACH,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
2000000018331,25,MAKE UP/27,903,SUMMER TREND,0000000002007,SU07 FLOWER COLOUR 02 LA CRUZ AQUA PEACH,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
50078714,25,MAKE UP/27,903,SUMMER TREND,0000000002007,SU07 FLOWER COLOUR 02 LA CRUZ AQUA PEACH,OBSOLETE ARTICLES,G,3.000,1,1,1,Centimeter,Grams,1
126000372,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002003,W/ MUSK SENSUAL SOFT B/POLISH 200ML,OLD PRODUCT NO STOCK,ML,200.000,10,38,34,Centimeter,Grams,2.052
2000000018348,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002003,W/ MUSK SENSUAL SOFT B/POLISH 200ML,OLD PRODUCT NO STOCK,ML,200.000,10,38,34,Centimeter,Grams,2.052
5028197139742,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002003,W/ MUSK SENSUAL SOFT B/POLISH 200ML,OLD PRODUCT NO STOCK,ML,200.000,10,38,34,Centimeter,Grams,2.052
139030291,25,MAKE UP/27,903,SUMMER TREND,0000000002009,BODY LEG SHINE 01,OBSOLETE ARTICLES,G,55.000,1,1,1,Centimeter,Grams,1
2000000018362,25,MAKE UP/27,903,SUMMER TREND,0000000002009,BODY LEG SHINE 01,OBSOLETE ARTICLES,G,55.000,1,1,1,Centimeter,Grams,1
5028197452483,25,MAKE UP/27,903,SUMMER TREND,0000000002009,BODY LEG SHINE 01,OBSOLETE ARTICLES,G,55.000,1,1,1,Centimeter,Grams,1
113530051,23,BODY CARE/25,353,SPAWISDOM,0000000002008,AFRICA HAIR&BODY HONEY MUD 3,OBSOLETE ARTICLES,ML,350.000,1,1,1,Centimeter,Grams,1
2000000018355,23,BODY CARE/25,353,SPAWISDOM,0000000002008,AFRICA HAIR&BODY HONEY MUD 3,OBSOLETE ARTICLES,ML,350.000,1,1,1,Centimeter,Grams,1
5028197705121,23,BODY CARE/25,353,SPAWISDOM,0000000002008,AFRICA HAIR&BODY HONEY MUD 3,OBSOLETE ARTICLES,ML,350.000,1,1,1,Centimeter,Grams,1
139040183,25,MAKE UP/27,904,AUTUMN TREND,0000000002010,AU07 SHIMMER SMUDGERS 05 ETCHED BROWN,OBSOLETE ARTICLES,G,1.000,1,1,1,Centimeter,Grams,1
2000000018386,25,MAKE UP/27,904,AUTUMN TREND,0000000002010,AU07 SHIMMER SMUDGERS 05 ETCHED BROWN,OBSOLETE ARTICLES,G,1.000,1,1,1,Centimeter,Grams,1
50080175,25,MAKE UP/27,904,AUTUMN TREND,0000000002010,AU07 SHIMMER SMUDGERS 05 ETCHED BROWN,OBSOLETE ARTICLES,G,1.000,1,1,1,Centimeter,Grams,1
101050095,10,FACIAL SKIN CARE/1,105,NSCS,0000000002012,CAMOMILE WATERPROOF EYE MAKE UP REMOVER 100ML,OLD PRODUCT NO STOCK,ML,100.000,15,8,8,Centimeter,Grams,117
2000000018393,10,FACIAL SKIN CARE/1,105,NSCS,0000000002012,CAMOMILE WATERPROOF EYE MAKE UP REMOVER 100ML,OLD PRODUCT NO STOCK,ML,100.000,15,8,8,Centimeter,Grams,117
5028197302856,10,FACIAL SKIN CARE/1,105,NSCS,0000000002012,CAMOMILE WATERPROOF EYE MAKE UP REMOVER 100ML,OLD PRODUCT NO STOCK,ML,100.000,15,8,8,Centimeter,Grams,117
101120070,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001996,WISE WOMEN DAY CREAM REGENERATING 5ML,UNKNOWN,,,7,2,2,Centimeter,Grams,21
2000000018416,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000001996,WISE WOMEN DAY CREAM REGENERATING 5ML,UNKNOWN,,,7,2,2,Centimeter,Grams,21
139040232,25,MAKE UP/27,904,AUTUMN TREND,0000000002011,PRECIOUS ROUGE LIPSTICK 03 SLEEK BROWN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018409,25,MAKE UP/27,904,AUTUMN TREND,0000000002011,PRECIOUS ROUGE LIPSTICK 03 SLEEK BROWN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
139040191,25,MAKE UP/27,904,AUTUMN TREND,0000000002014,AU07 SHIMMER SMUDGERS 06 SLATE GREEN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018423,25,MAKE UP/27,904,AUTUMN TREND,0000000002014,AU07 SHIMMER SMUDGERS 06 SLATE GREEN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
101120088,10,FACIAL SKIN CARE/1,112,WISE WOMEN,0000000002017,2 STEP FACIAL SKIN CARE - WISE WOMEN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018430,10,FACIAL SKIN CARE/1,112,WISE WOMEN,0000000002017,2 STEP FACIAL SKIN CARE - WISE WOMEN,UNKNOWN,,,1,1,1,Centimeter,Grams,1
113530217,23,BODY CARE/25,353,SPAWISDOM,0000000002016,SPA WISDOM AFRICA HAND & FEET BUTTER 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,50
2000000018447,23,BODY CARE/25,353,SPAWISDOM,0000000002016,SPA WISDOM AFRICA HAND & FEET BUTTER 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,50
139040208,25,MAKE UP/27,904,AUTUMN TREND,0000000002018,SHIMMER SMUDGERS 07 BURNISHED METAL,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000018461,25,MAKE UP/27,904,AUTUMN TREND,0000000002018,SHIMMER SMUDGERS 07 BURNISHED METAL,UNKNOWN,,,1,1,1,Centimeter,Grams,1
126000380,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002013,WHITE MUSK SMOOTH SATIN BODY LOTION 250ML,DISCON PRODUCT NON ORDERABLE,ML,250.000,18,5,5,Centimeter,Grams,280
2000000018478,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002013,WHITE MUSK SMOOTH SATIN BODY LOTION 250ML,DISCON PRODUCT NON ORDERABLE,ML,250.000,18,5,5,Centimeter,Grams,280
5028197399856,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002013,WHITE MUSK SMOOTH SATIN BODY LOTION 250ML,DISCON PRODUCT NON ORDERABLE,ML,250.000,18,5,5,Centimeter,Grams,280
5028197824778,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000002013,WHITE MUSK SMOOTH SATIN BODY LOTION 250ML,DISCON PRODUCT NON ORDERABLE,ML,250.000,18,5,5,Centimeter,Grams,280
101040054,23,BODY CARE/25,104,BORN LIPPY,0000000002019,BORN LIPPY COOL MINT 10ML,OBSOLETE ARTICLES,ML,10.000,2.5,4,4,Centimeter,Grams,17
111040002,23,BODY CARE/25,104,BORN LIPPY,0000000002019,BORN LIPPY COOL MINT 10ML,OBSOLETE ARTICLES,ML,10.000,2.5,4,4,Centimeter,Grams,17
2000000018485,23,BODY CARE/25,104,BORN LIPPY,0000000002019,BORN LIPPY COOL MINT 10ML,OBSOLETE ARTICLES,ML,10.000,2.5,4,4,Centimeter,Grams,17
50078523,23,BODY CARE/25,104,BORN LIPPY,0000000002019,BORN LIPPY COOL MINT 10ML,OBSOLETE ARTICLES,ML,10.000,2.5,4,4,Centimeter,Grams,17
113530225,23,BODY CARE/25,353,SPAWISDOM,0000000002020,SPA WISDOM PLUNGE & PURIFY BATH SOAK,OBSOLETE ARTICLES,G,500.000,1,1,1,Centimeter,Grams,1
2000000018492,23,BODY CARE/25,353,SPAWISDOM,0000000002020,SPA WISDOM PLUNGE & PURIFY BATH SOAK,OBSOLETE ARTICLES,G,500.000,1,1,1,Centimeter,Grams,1
