TRX_ID,JRSTORE,JRREGNUM,JRDATE,JRTIME,JRCASHIER,JRCUST
36955289,65127,001,2015-02-28 00:00:00.000000000,17:23,07222,708168
36955368,651271,002,2015-02-28 00:00:00.000000000,12:13,03706,0
36955370,651271,002,2015-02-28 00:00:00.000000000,12:38,03706,2044314
36955372,651271,002,2015-02-28 00:00:00.000000000,13:24,03706,377203
36955373,651271,002,2015-02-28 00:00:00.000000000,15:26,03706,0
36955377,651271,002,2015-02-28 00:00:00.000000000,17:37,07222,2044315
36955379,651271,002,2015-02-28 00:00:00.000000000,18:52,07222,210238
36955382,651271,002,2015-02-28 00:00:00.000000000,20:40,07222,126052
36955384,651271,002,2015-02-28 00:00:00.000000000,21:35,07222,862050
36955404,65127,001,2015-02-28 00:00:00.000000000,19:11,07222,1978433
36955405,65127,001,2015-02-28 00:00:00.000000000,19:37,07222,183928
36955406,65127,001,2015-02-28 00:00:00.000000000,20:24,07222,683764
36955407,65127,001,2015-02-28 00:00:00.000000000,20:36,07222,188278
36955408,65127,001,2015-02-28 00:00:00.000000000,20:38,07222,188278
36955409,65127,001,2015-02-28 00:00:00.000000000,20:54,07222,1774270
36955416,651271,002,2015-02-28 00:00:00.000000000,12:53,03706,0
36955417,651271,002,2015-02-28 00:00:00.000000000,13:18,03706,695189
36955418,651271,002,2015-02-28 00:00:00.000000000,13:55,03706,0
36955420,651271,002,2015-02-28 00:00:00.000000000,14:33,03706,0
36955422,651271,002,2015-02-28 00:00:00.000000000,14:52,03706,46893
36955499,651271,002,2015-02-28 00:00:00.000000000,21:45,07222,1872939
36955525,65127,001,2015-02-28 00:00:00.000000000,14:57,03706,195233
36955527,65127,001,2015-02-28 00:00:00.000000000,15:52,03706,1218761
36955529,65127,001,2015-02-28 00:00:00.000000000,17:37,07222,2044316
36955531,65127,001,2015-02-28 00:00:00.000000000,19:00,07222,1759337
36955532,65127,001,2015-02-28 00:00:00.000000000,19:09,07222,1972484
36955533,65127,001,2015-02-28 00:00:00.000000000,19:18,07222,2044312
36955535,65127,001,2015-02-28 00:00:00.000000000,20:10,07222,71508
36955537,651271,002,2015-02-28 00:00:00.000000000,16:12,03706,1465475
36955541,651271,002,2015-02-28 00:00:00.000000000,18:13,07222,364341
36955542,651271,002,2015-02-28 00:00:00.000000000,18:39,07222,1911272
36955543,651271,002,2015-02-28 00:00:00.000000000,20:03,07222,0
36955544,651271,002,2015-02-28 00:00:00.000000000,20:33,07222,2022607
36955546,651271,002,2015-02-28 00:00:00.000000000,20:45,07222,0
36955632,65127,001,2015-02-28 00:00:00.000000000,21:18,07222,2044353
36955637,651271,002,2015-02-28 00:00:00.000000000,10:57,03706,1423540
36955646,651271,002,2015-02-28 00:00:00.000000000,18:10,07222,2044347
36955647,651271,002,2015-02-28 00:00:00.000000000,18:58,07222,0
36955648,651271,002,2015-02-28 00:00:00.000000000,19:53,07222,314611
36955678,65127,001,2015-02-28 00:00:00.000000000,18:11,07222,117047
36955681,65127,001,2015-02-28 00:00:00.000000000,19:22,07222,0
36955684,65127,001,2015-02-28 00:00:00.000000000,20:52,07222,1969357
36955688,651271,002,2015-02-28 00:00:00.000000000,10:50,03706,1423540
36955721,65138,001,2015-02-28 00:00:00.000000000,15:53,07527,2015505
36955723,65138,001,2015-02-28 00:00:00.000000000,17:11,07527,2044614
36955725,65138,001,2015-02-28 00:00:00.000000000,18:37,01299,2044615
36955726,65138,001,2015-02-28 00:00:00.000000000,21:01,01299,1825179
36955765,651271,002,2015-02-28 00:00:00.000000000,20:01,07222,0
36955767,651271,002,2015-02-28 00:00:00.000000000,20:54,07222,1463761
36955768,651271,002,2015-02-28 00:00:00.000000000,20:56,07222,0
36955803,651271,002,2015-02-28 00:00:00.000000000,12:06,03706,185414
36955804,651271,002,2015-02-28 00:00:00.000000000,13:32,03706,11103
36955806,651271,002,2015-02-28 00:00:00.000000000,14:48,03706,326222
36955807,651271,002,2015-02-28 00:00:00.000000000,16:36,03706,140263
